sample	family	superkingdom	taxonReads
JK079L-5_S5	Burkholderiaceae	Bacteria	1732
JK079L-6-WDH_S6	Burkholderiaceae	Bacteria	2525
JK079L-7-WDH_S7	Burkholderiaceae	Bacteria	2084
JK079L-8_S8	Burkholderiaceae	Bacteria	13505
JK079L-9_S9	Burkholderiaceae	Bacteria	4181
JK080L-1_S17	Burkholderiaceae	Bacteria	2561
JK080L-10_S26	Burkholderiaceae	Bacteria	1257
JK080L-11_S27	Burkholderiaceae	Bacteria	3836
JK080L-12_S28	Burkholderiaceae	Bacteria	1512
JK080L-13_S29	Burkholderiaceae	Bacteria	1622
JK080L-14_S30	Burkholderiaceae	Bacteria	1797
JK080L-15_S31	Burkholderiaceae	Bacteria	2
JK080L-2_S18	Burkholderiaceae	Bacteria	1902
JK080L-3_S19	Burkholderiaceae	Bacteria	1247
JK080L-4_S20	Burkholderiaceae	Bacteria	1948
JK080L-6_S22	Burkholderiaceae	Bacteria	4018
JK080L-7_S23	Burkholderiaceae	Bacteria	787
JK080L-8_S24	Burkholderiaceae	Bacteria	901
JK080L-9_S25	Burkholderiaceae	Bacteria	1447
JK081L-1_S1	Burkholderiaceae	Bacteria	5797
JK081L-10_S10	Burkholderiaceae	Bacteria	1
JK081L-11_S11	Burkholderiaceae	Bacteria	1070
JK081L-12_S12	Burkholderiaceae	Bacteria	2738
JK081L-13_S13	Burkholderiaceae	Bacteria	2431
JK081L-14_S14	Burkholderiaceae	Bacteria	2
JK081L-2_S2	Burkholderiaceae	Bacteria	2619
JK081L-3_S3	Burkholderiaceae	Bacteria	676
JK081L-4_S4	Burkholderiaceae	Bacteria	3689
JK081L-6_S6	Burkholderiaceae	Bacteria	4171
JK081L-7_S7	Burkholderiaceae	Bacteria	5393
JK081L-8_S8	Burkholderiaceae	Bacteria	1457
JK081L-9_S9	Burkholderiaceae	Bacteria	1569
JK105L-6_S21	Burkholderiaceae	Bacteria	67878
JK109L-4_S21	Burkholderiaceae	Bacteria	1314
JK109L-4_S22	Burkholderiaceae	Bacteria	2349
JK109L-5_S30	Burkholderiaceae	Bacteria	11480
JK109L-6_S31	Burkholderiaceae	Bacteria	3100
JK109L-8_S33	Burkholderiaceae	Bacteria	2
JK115L-2_S24	Burkholderiaceae	Bacteria	9247
JK115L-4_S23	Burkholderiaceae	Bacteria	5477
JK115L-5_S27	Burkholderiaceae	Bacteria	2
JK115L-8_S34	Burkholderiaceae	Bacteria	1
JK136L-2_S2	Burkholderiaceae	Bacteria	903
JK136L-3_S3	Burkholderiaceae	Bacteria	1060
JK136L-4_S4	Burkholderiaceae	Bacteria	1051
JK136L-5_S5	Burkholderiaceae	Bacteria	999
JK136L-6_S6	Burkholderiaceae	Bacteria	629
JK136L-7_S7	Burkholderiaceae	Bacteria	633
JK137L-1_S9	Burkholderiaceae	Bacteria	339
JK137L-2_S10	Burkholderiaceae	Bacteria	414
JK137L-3_S11	Burkholderiaceae	Bacteria	414
JK137L-4_S12	Burkholderiaceae	Bacteria	523
JK137L-5_S13	Burkholderiaceae	Bacteria	722
JK137L-6_S14	Burkholderiaceae	Bacteria	1105
JK137L-7_S15	Burkholderiaceae	Bacteria	396
JK138L-1_S17	Burkholderiaceae	Bacteria	296
JK138L-2_S18	Burkholderiaceae	Bacteria	341
JK138L-3_S19	Burkholderiaceae	Bacteria	461
JK138L-4_S20	Burkholderiaceae	Bacteria	356
JK138L-6_S22	Burkholderiaceae	Bacteria	936
JK138L-7_S23	Burkholderiaceae	Bacteria	699
JK138L-8_S24	Burkholderiaceae	Bacteria	1
JoW001L-1_S1	Burkholderiaceae	Bacteria	824
JoW001L-2_S2	Burkholderiaceae	Bacteria	1159
JoW001L-3_S3	Burkholderiaceae	Bacteria	658
JoW001L-4_S4	Burkholderiaceae	Bacteria	938
JoW001L-5_S5	Burkholderiaceae	Bacteria	943
JoW001L-6_S6	Burkholderiaceae	Bacteria	882
JoW002L-1_S9	Burkholderiaceae	Bacteria	158
JoW002L-2_S10	Burkholderiaceae	Bacteria	186
JoW002L-4_S12	Burkholderiaceae	Bacteria	640
JoW002L-5_S13	Burkholderiaceae	Bacteria	515
JoW002L-6_S14	Burkholderiaceae	Bacteria	629
JoW002L-7_S15	Burkholderiaceae	Bacteria	2
JoW003L-1_S17	Burkholderiaceae	Bacteria	165
JoW003L-2_S18	Burkholderiaceae	Bacteria	257
JoW003L-3_S19	Burkholderiaceae	Bacteria	282
JoW003L-4_S20	Burkholderiaceae	Bacteria	378
JoW003L-5_S21	Burkholderiaceae	Bacteria	373
JoW003L-6_S22	Burkholderiaceae	Bacteria	169
JoW004L-1_S25	Burkholderiaceae	Bacteria	235
JoW004L-2_S26	Burkholderiaceae	Bacteria	310
JoW004L-3_S27	Burkholderiaceae	Bacteria	99
JoW004L-4_S28	Burkholderiaceae	Bacteria	89
JoW004L-5_S29	Burkholderiaceae	Bacteria	30
JoW004L-6_S30	Burkholderiaceae	Bacteria	129
JoW004L-8_S32	Burkholderiaceae	Bacteria	1
JoW005L-1_S33	Burkholderiaceae	Bacteria	1476
JoW005L-2_S34	Burkholderiaceae	Bacteria	2288
JoW005L-3_S35	Burkholderiaceae	Bacteria	450
JoW005L-4_S36	Burkholderiaceae	Bacteria	549
JoW005L-5_S37	Burkholderiaceae	Bacteria	1
JoW007L-1_S1	Burkholderiaceae	Bacteria	89
JoW007L-2_S2	Burkholderiaceae	Bacteria	201
JoW007L-3_S3	Burkholderiaceae	Bacteria	183
JoW007L-4_S4	Burkholderiaceae	Bacteria	287
JoW007L-5_S5	Burkholderiaceae	Bacteria	123
JoW007L-6_S6	Burkholderiaceae	Bacteria	199
StB097L-01_S1	Burkholderiaceae	Bacteria	775
StB097L-02_S2	Burkholderiaceae	Bacteria	822
StB097L-03_S3	Burkholderiaceae	Bacteria	896
StB097L-04_S4	Burkholderiaceae	Bacteria	646
StB097L-05_S5	Burkholderiaceae	Bacteria	771
StB097L-06_S6	Burkholderiaceae	Bacteria	905
StB097L-07_S7	Burkholderiaceae	Bacteria	20
StB097L-08_S8	Burkholderiaceae	Bacteria	14
StB106L-01_S9	Burkholderiaceae	Bacteria	960
StB106L-02_S10	Burkholderiaceae	Bacteria	608
StB106L-04_S12	Burkholderiaceae	Bacteria	913
StB106L-05_S13	Burkholderiaceae	Bacteria	949
StB106L-06_S14	Burkholderiaceae	Bacteria	3
StB106L-08_S16	Burkholderiaceae	Bacteria	2
StB108L-01_S17	Burkholderiaceae	Bacteria	559
StB108L-02_S18	Burkholderiaceae	Bacteria	759
StB108L-03_S19	Burkholderiaceae	Bacteria	780
StB108L-04_S20	Burkholderiaceae	Bacteria	5
StB108L-05_S21	Burkholderiaceae	Bacteria	671
StB108L-06_S22	Burkholderiaceae	Bacteria	9
StB108L-07_S23	Burkholderiaceae	Bacteria	681
StB108L-08_S24	Burkholderiaceae	Bacteria	24
StB109L-01_S25	Burkholderiaceae	Bacteria	401
StB109L-02_S26	Burkholderiaceae	Bacteria	535
StB109L-04_S28	Burkholderiaceae	Bacteria	415
StB109L-05_S29	Burkholderiaceae	Bacteria	576
StB109L-06_S30	Burkholderiaceae	Bacteria	953
StB109L-07_S31	Burkholderiaceae	Bacteria	27
StB109L-08_S32	Burkholderiaceae	Bacteria	16
WJ192L-1_S29	Burkholderiaceae	Bacteria	1417
WJ192L-3_S30	Burkholderiaceae	Bacteria	305
WJ192L-4_S31	Burkholderiaceae	Bacteria	298
WJ192L-5_S32	Burkholderiaceae	Bacteria	617
WJ192L-6_S33	Burkholderiaceae	Bacteria	1
WJ192L-7_S34	Burkholderiaceae	Bacteria	3
WJ194L-2_S22	Burkholderiaceae	Bacteria	329
WJ194L-3_S23	Burkholderiaceae	Bacteria	236
WJ194L-4_S24	Burkholderiaceae	Bacteria	362
WJ194L-5_S25	Burkholderiaceae	Bacteria	248
WJ194L-6_S26	Burkholderiaceae	Bacteria	294
WJ194L-7_S27	Burkholderiaceae	Bacteria	8
WJ195L-1_S17	Burkholderiaceae	Bacteria	315
WJ195L-5_S18	Burkholderiaceae	Bacteria	125
WJ195L-7_S19	Burkholderiaceae	Bacteria	1
WJ196L-1_S1	Burkholderiaceae	Bacteria	2
WJ196L-10_S10	Burkholderiaceae	Bacteria	319
WJ196L-11_S11	Burkholderiaceae	Bacteria	717
WJ196L-12_S12	Burkholderiaceae	Bacteria	478
WJ196L-13_S13	Burkholderiaceae	Bacteria	580
WJ196L-14_S14	Burkholderiaceae	Bacteria	503
WJ196L-15_S15	Burkholderiaceae	Bacteria	529
WJ196L-2_S2	Burkholderiaceae	Bacteria	2
WJ196L-3_S3	Burkholderiaceae	Bacteria	6
WJ196L-4_S4	Burkholderiaceae	Bacteria	398
WJ196L-5_S5	Burkholderiaceae	Bacteria	306
WJ196L-6_S6	Burkholderiaceae	Bacteria	722
WJ196L-7_S7	Burkholderiaceae	Bacteria	502
WJ196L-8_S8	Burkholderiaceae	Bacteria	381
WJ196L-9_S9	Burkholderiaceae	Bacteria	494
191011_SND405_A_L007_APMG-6-1	Candidatus Pelagibacteraceae	Bacteria	800
191011_SND405_A_L007_APMG-6-2	Candidatus Pelagibacteraceae	Bacteria	1471
191011_SND405_A_L007_APMG-6-3	Candidatus Pelagibacteraceae	Bacteria	775
191011_SND405_A_L007_APMG-6-4	Candidatus Pelagibacteraceae	Bacteria	2552
191011_SND405_A_L007_APMG-6-5	Candidatus Pelagibacteraceae	Bacteria	39
191011_SND405_A_L007_APMG-6-6	Candidatus Pelagibacteraceae	Bacteria	296
200313_A00902_A_L001_APMG-8-1	Candidatus Pelagibacteraceae	Bacteria	2372
200313_A00902_A_L001_APMG-8-10	Candidatus Pelagibacteraceae	Bacteria	681
200313_A00902_A_L001_APMG-8-11	Candidatus Pelagibacteraceae	Bacteria	503
200313_A00902_A_L001_APMG-8-12	Candidatus Pelagibacteraceae	Bacteria	814
200313_A00902_A_L001_APMG-8-2	Candidatus Pelagibacteraceae	Bacteria	1854
200313_A00902_A_L001_APMG-8-3	Candidatus Pelagibacteraceae	Bacteria	2479
200313_A00902_A_L001_APMG-8-4	Candidatus Pelagibacteraceae	Bacteria	7060
200313_A00902_A_L001_APMG-8-5	Candidatus Pelagibacteraceae	Bacteria	3936
200313_A00902_A_L001_APMG-8-6	Candidatus Pelagibacteraceae	Bacteria	469
200313_A00902_A_L001_APMG-8-8	Candidatus Pelagibacteraceae	Bacteria	127
200313_A00902_A_L001_APMG-8-9	Candidatus Pelagibacteraceae	Bacteria	498
200313_A00902_A_L002_APMG-9-1	Candidatus Pelagibacteraceae	Bacteria	609
200313_A00902_A_L002_APMG-9-10	Candidatus Pelagibacteraceae	Bacteria	155
200313_A00902_A_L002_APMG-9-11	Candidatus Pelagibacteraceae	Bacteria	101
200313_A00902_A_L002_APMG-9-2	Candidatus Pelagibacteraceae	Bacteria	479
200313_A00902_A_L002_APMG-9-3	Candidatus Pelagibacteraceae	Bacteria	368
200313_A00902_A_L002_APMG-9-5	Candidatus Pelagibacteraceae	Bacteria	459
200313_A00902_A_L002_APMG-9-6	Candidatus Pelagibacteraceae	Bacteria	344
200313_A00902_A_L002_APMG-9-7	Candidatus Pelagibacteraceae	Bacteria	286
200313_A00902_A_L002_APMG-9-8	Candidatus Pelagibacteraceae	Bacteria	412
200313_A00902_A_L002_APMG-9-9	Candidatus Pelagibacteraceae	Bacteria	129
201118_A00902_B_L1-2_APMG_19_1	Candidatus Pelagibacteraceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_10	Candidatus Pelagibacteraceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_11	Candidatus Pelagibacteraceae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Candidatus Pelagibacteraceae	Bacteria	9
201118_A00902_B_L1-2_APMG_19_13	Candidatus Pelagibacteraceae	Bacteria	4
201118_A00902_B_L1-2_APMG_19_15	Candidatus Pelagibacteraceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_16	Candidatus Pelagibacteraceae	Bacteria	7
201118_A00902_B_L1-2_APMG_19_17	Candidatus Pelagibacteraceae	Bacteria	6
201118_A00902_B_L1-2_APMG_19_2	Candidatus Pelagibacteraceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_3	Candidatus Pelagibacteraceae	Bacteria	2
201118_A00902_B_L1-2_APMG_19_5	Candidatus Pelagibacteraceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_8	Candidatus Pelagibacteraceae	Bacteria	8
201118_A00902_B_L1-2_APMG_19_9	Candidatus Pelagibacteraceae	Bacteria	8
210810_A00902_B_L001_APMG-37-1	Candidatus Pelagibacteraceae	Bacteria	2
210810_A00902_B_L001_APMG-37-10	Candidatus Pelagibacteraceae	Bacteria	6
210810_A00902_B_L001_APMG-37-3	Candidatus Pelagibacteraceae	Bacteria	2
210810_A00902_B_L001_APMG-37-4	Candidatus Pelagibacteraceae	Bacteria	1
210810_A00902_B_L001_APMG-37-6	Candidatus Pelagibacteraceae	Bacteria	5
210810_A00902_B_L001_APMG-37-7	Candidatus Pelagibacteraceae	Bacteria	4
210810_A00902_B_L001_APMG-37-8	Candidatus Pelagibacteraceae	Bacteria	3
210810_A00902_B_L001_APMG-37-9	Candidatus Pelagibacteraceae	Bacteria	3
210810_A00902_B_L002_APMG-38-10	Candidatus Pelagibacteraceae	Bacteria	1
210810_A00902_B_L002_APMG-38-15	Candidatus Pelagibacteraceae	Bacteria	1
210810_A00902_B_L002_APMG-38-4	Candidatus Pelagibacteraceae	Bacteria	1
210810_A00902_B_L002_APMG-38-5	Candidatus Pelagibacteraceae	Bacteria	2
210810_A00902_B_L002_APMG-38-7	Candidatus Pelagibacteraceae	Bacteria	5
210810_A00902_B_L002_APMG-38-9	Candidatus Pelagibacteraceae	Bacteria	3
BH193L-1_S22	Candidatus Pelagibacteraceae	Bacteria	1
BH193L-2_S19	Candidatus Pelagibacteraceae	Bacteria	2
BH193L-2_S20	Candidatus Pelagibacteraceae	Bacteria	1
BH194L-2_S26	Candidatus Pelagibacteraceae	Bacteria	1
BH194L-4_S16	Candidatus Pelagibacteraceae	Bacteria	4
BH194L-4_S17	Candidatus Pelagibacteraceae	Bacteria	1
BH195L-1_S27	Candidatus Pelagibacteraceae	Bacteria	1
BH195L-3_S28	Candidatus Pelagibacteraceae	Bacteria	3
BH195L-4_S29	Candidatus Pelagibacteraceae	Bacteria	1
ELS162S7	Candidatus Pelagibacteraceae	Bacteria	7
ELS163S8	Candidatus Pelagibacteraceae	Bacteria	1
ELS165S9	Candidatus Pelagibacteraceae	Bacteria	8
ELS167S10	Candidatus Pelagibacteraceae	Bacteria	5
IE111L-1_S1	Candidatus Pelagibacteraceae	Bacteria	1
IE111L-2_S2	Candidatus Pelagibacteraceae	Bacteria	4
IE111L-3_S3	Candidatus Pelagibacteraceae	Bacteria	10
IE111L-4_S1	Candidatus Pelagibacteraceae	Bacteria	3
IE111L-5_S5	Candidatus Pelagibacteraceae	Bacteria	7
IE111L-6_S6	Candidatus Pelagibacteraceae	Bacteria	2
IE111L-7_S7	Candidatus Pelagibacteraceae	Bacteria	4
IE112L-1_S9	Candidatus Pelagibacteraceae	Bacteria	8
IE112L-2_S10	Candidatus Pelagibacteraceae	Bacteria	5
IE112L-3_S11	Candidatus Pelagibacteraceae	Bacteria	6
IE112L-4_S17	Candidatus Pelagibacteraceae	Bacteria	6
IE112L-5_S18	Candidatus Pelagibacteraceae	Bacteria	4
IE112L-6_S19	Candidatus Pelagibacteraceae	Bacteria	3
IE113L-1_S13	Candidatus Pelagibacteraceae	Bacteria	4
IE113L-2_S14	Candidatus Pelagibacteraceae	Bacteria	11
IE113L-3_S3	Candidatus Pelagibacteraceae	Bacteria	6
IE113L-4_S4	Candidatus Pelagibacteraceae	Bacteria	5
IE113L-5_S5	Candidatus Pelagibacteraceae	Bacteria	2
IE113L-6_S6	Candidatus Pelagibacteraceae	Bacteria	10
IE113L-7_S7	Candidatus Pelagibacteraceae	Bacteria	6
IE114L-1_S9	Candidatus Pelagibacteraceae	Bacteria	5
IE114L-2_S10	Candidatus Pelagibacteraceae	Bacteria	8
IE114L-3_S11	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-1_S1	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-10-WDH_S10	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-11-WDH_S11	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-12-WDH_S12	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-13-WDH_S13	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-4_S4	Candidatus Pelagibacteraceae	Bacteria	3
JK079L-5_S5	Candidatus Pelagibacteraceae	Bacteria	3
JK079L-6-WDH_S6	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-7-WDH_S7	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-8_S8	Candidatus Pelagibacteraceae	Bacteria	1
JK079L-9_S9	Candidatus Pelagibacteraceae	Bacteria	4
JK080L-11_S27	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-12_S28	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-14_S30	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-2_S18	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-4_S20	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-6_S22	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-7_S23	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-8_S24	Candidatus Pelagibacteraceae	Bacteria	1
JK080L-9_S25	Candidatus Pelagibacteraceae	Bacteria	3
JK081L-1_S1	Candidatus Pelagibacteraceae	Bacteria	1
JK081L-11_S11	Candidatus Pelagibacteraceae	Bacteria	4
JK081L-12_S12	Candidatus Pelagibacteraceae	Bacteria	4
JK081L-13_S13	Candidatus Pelagibacteraceae	Bacteria	4
JK081L-2_S2	Candidatus Pelagibacteraceae	Bacteria	6
JK081L-3_S3	Candidatus Pelagibacteraceae	Bacteria	2
JK081L-4_S4	Candidatus Pelagibacteraceae	Bacteria	1
JK081L-6_S6	Candidatus Pelagibacteraceae	Bacteria	4
JK081L-7_S7	Candidatus Pelagibacteraceae	Bacteria	2
JK081L-8_S8	Candidatus Pelagibacteraceae	Bacteria	1
JK081L-9_S9	Candidatus Pelagibacteraceae	Bacteria	3
JK105L-6_S21	Candidatus Pelagibacteraceae	Bacteria	5
JK109L-4_S21	Candidatus Pelagibacteraceae	Bacteria	1
JK109L-4_S22	Candidatus Pelagibacteraceae	Bacteria	2
JK109L-5_S30	Candidatus Pelagibacteraceae	Bacteria	1
JK109L-6_S31	Candidatus Pelagibacteraceae	Bacteria	1
JK115L-2_S24	Candidatus Pelagibacteraceae	Bacteria	1
JK115L-4_S23	Candidatus Pelagibacteraceae	Bacteria	3
JK136L-2_S2	Candidatus Pelagibacteraceae	Bacteria	13100
JK136L-3_S3	Candidatus Pelagibacteraceae	Bacteria	26901
JK136L-4_S4	Candidatus Pelagibacteraceae	Bacteria	8524
JK136L-5_S5	Candidatus Pelagibacteraceae	Bacteria	11059
JK136L-6_S6	Candidatus Pelagibacteraceae	Bacteria	1035
JK136L-7_S7	Candidatus Pelagibacteraceae	Bacteria	2010
JK137L-1_S9	Candidatus Pelagibacteraceae	Bacteria	2122
JK137L-2_S10	Candidatus Pelagibacteraceae	Bacteria	720
JK137L-3_S11	Candidatus Pelagibacteraceae	Bacteria	1686
JK137L-4_S12	Candidatus Pelagibacteraceae	Bacteria	2446
JK137L-5_S13	Candidatus Pelagibacteraceae	Bacteria	1682
JK137L-6_S14	Candidatus Pelagibacteraceae	Bacteria	2986
JK137L-7_S15	Candidatus Pelagibacteraceae	Bacteria	2311
JK138L-1_S17	Candidatus Pelagibacteraceae	Bacteria	2344
JK138L-2_S18	Candidatus Pelagibacteraceae	Bacteria	2104
JK138L-3_S19	Candidatus Pelagibacteraceae	Bacteria	4524
JK138L-4_S20	Candidatus Pelagibacteraceae	Bacteria	4715
JK138L-6_S22	Candidatus Pelagibacteraceae	Bacteria	1481
JK138L-7_S23	Candidatus Pelagibacteraceae	Bacteria	1016
JoW001L-1_S1	Candidatus Pelagibacteraceae	Bacteria	97
JoW001L-2_S2	Candidatus Pelagibacteraceae	Bacteria	62
JoW001L-3_S3	Candidatus Pelagibacteraceae	Bacteria	252
JoW001L-4_S4	Candidatus Pelagibacteraceae	Bacteria	108
JoW001L-5_S5	Candidatus Pelagibacteraceae	Bacteria	165
JoW001L-6_S6	Candidatus Pelagibacteraceae	Bacteria	118
JoW002L-1_S9	Candidatus Pelagibacteraceae	Bacteria	126
JoW002L-2_S10	Candidatus Pelagibacteraceae	Bacteria	208
JoW002L-4_S12	Candidatus Pelagibacteraceae	Bacteria	444
JoW002L-5_S13	Candidatus Pelagibacteraceae	Bacteria	482
JoW002L-6_S14	Candidatus Pelagibacteraceae	Bacteria	1058
JoW003L-1_S17	Candidatus Pelagibacteraceae	Bacteria	631
JoW003L-2_S18	Candidatus Pelagibacteraceae	Bacteria	314
JoW003L-3_S19	Candidatus Pelagibacteraceae	Bacteria	135
JoW003L-4_S20	Candidatus Pelagibacteraceae	Bacteria	64
JoW003L-5_S21	Candidatus Pelagibacteraceae	Bacteria	80
JoW003L-6_S22	Candidatus Pelagibacteraceae	Bacteria	125
JoW004L-1_S25	Candidatus Pelagibacteraceae	Bacteria	33
JoW004L-2_S26	Candidatus Pelagibacteraceae	Bacteria	81
JoW004L-3_S27	Candidatus Pelagibacteraceae	Bacteria	128
JoW004L-4_S28	Candidatus Pelagibacteraceae	Bacteria	125
JoW004L-5_S29	Candidatus Pelagibacteraceae	Bacteria	66
JoW004L-6_S30	Candidatus Pelagibacteraceae	Bacteria	299
JoW005L-1_S33	Candidatus Pelagibacteraceae	Bacteria	184
JoW005L-2_S34	Candidatus Pelagibacteraceae	Bacteria	577
JoW005L-3_S35	Candidatus Pelagibacteraceae	Bacteria	1238
JoW005L-4_S36	Candidatus Pelagibacteraceae	Bacteria	1546
JoW007L-1_S1	Candidatus Pelagibacteraceae	Bacteria	147
JoW007L-2_S2	Candidatus Pelagibacteraceae	Bacteria	285
JoW007L-3_S3	Candidatus Pelagibacteraceae	Bacteria	364
JoW007L-4_S4	Candidatus Pelagibacteraceae	Bacteria	271
JoW007L-5_S5	Candidatus Pelagibacteraceae	Bacteria	133
JoW007L-6_S6	Candidatus Pelagibacteraceae	Bacteria	90
StB097L-01_S1	Candidatus Pelagibacteraceae	Bacteria	256073
StB097L-02_S2	Candidatus Pelagibacteraceae	Bacteria	4460
StB097L-03_S3	Candidatus Pelagibacteraceae	Bacteria	1141
StB097L-04_S4	Candidatus Pelagibacteraceae	Bacteria	2295
StB097L-05_S5	Candidatus Pelagibacteraceae	Bacteria	5321
StB097L-06_S6	Candidatus Pelagibacteraceae	Bacteria	1745
StB106L-01_S9	Candidatus Pelagibacteraceae	Bacteria	75
StB106L-02_S10	Candidatus Pelagibacteraceae	Bacteria	280
StB106L-04_S12	Candidatus Pelagibacteraceae	Bacteria	10331
StB106L-05_S13	Candidatus Pelagibacteraceae	Bacteria	2911
StB108L-01_S17	Candidatus Pelagibacteraceae	Bacteria	2028
StB108L-02_S18	Candidatus Pelagibacteraceae	Bacteria	1753
StB108L-03_S19	Candidatus Pelagibacteraceae	Bacteria	2450
StB108L-05_S21	Candidatus Pelagibacteraceae	Bacteria	711
StB108L-07_S23	Candidatus Pelagibacteraceae	Bacteria	594
StB109L-01_S25	Candidatus Pelagibacteraceae	Bacteria	4933
StB109L-02_S26	Candidatus Pelagibacteraceae	Bacteria	6799
StB109L-04_S28	Candidatus Pelagibacteraceae	Bacteria	4246
StB109L-05_S29	Candidatus Pelagibacteraceae	Bacteria	2832
StB109L-06_S30	Candidatus Pelagibacteraceae	Bacteria	942
WJ192L-1_S29	Candidatus Pelagibacteraceae	Bacteria	1
WJ192L-3_S30	Candidatus Pelagibacteraceae	Bacteria	2
WJ192L-4_S31	Candidatus Pelagibacteraceae	Bacteria	2
WJ192L-5_S32	Candidatus Pelagibacteraceae	Bacteria	2
WJ194L-2_S22	Candidatus Pelagibacteraceae	Bacteria	1
WJ194L-3_S23	Candidatus Pelagibacteraceae	Bacteria	1
WJ194L-5_S25	Candidatus Pelagibacteraceae	Bacteria	2
WJ194L-6_S26	Candidatus Pelagibacteraceae	Bacteria	6
WJ195L-1_S17	Candidatus Pelagibacteraceae	Bacteria	3
WJ195L-5_S18	Candidatus Pelagibacteraceae	Bacteria	1
WJ196L-10_S10	Candidatus Pelagibacteraceae	Bacteria	1
WJ196L-11_S11	Candidatus Pelagibacteraceae	Bacteria	1
WJ196L-12_S12	Candidatus Pelagibacteraceae	Bacteria	3
WJ196L-15_S15	Candidatus Pelagibacteraceae	Bacteria	1
WJ196L-7_S7	Candidatus Pelagibacteraceae	Bacteria	1
WJ196L-9_S9	Candidatus Pelagibacteraceae	Bacteria	2
191011_SND405_A_L007_APMG-6-1	Chitinibacteraceae	Bacteria	69
191011_SND405_A_L007_APMG-6-2	Chitinibacteraceae	Bacteria	51
191011_SND405_A_L007_APMG-6-3	Chitinibacteraceae	Bacteria	29
191011_SND405_A_L007_APMG-6-4	Chitinibacteraceae	Bacteria	20
191011_SND405_A_L007_APMG-6-5	Chitinibacteraceae	Bacteria	13
191011_SND405_A_L007_APMG-6-6	Chitinibacteraceae	Bacteria	41
200313_A00902_A_L001_APMG-8-1	Chitinibacteraceae	Bacteria	62
200313_A00902_A_L001_APMG-8-10	Chitinibacteraceae	Bacteria	40
200313_A00902_A_L001_APMG-8-11	Chitinibacteraceae	Bacteria	36
200313_A00902_A_L001_APMG-8-12	Chitinibacteraceae	Bacteria	79
200313_A00902_A_L001_APMG-8-2	Chitinibacteraceae	Bacteria	63
200313_A00902_A_L001_APMG-8-3	Chitinibacteraceae	Bacteria	73
200313_A00902_A_L001_APMG-8-4	Chitinibacteraceae	Bacteria	11
200313_A00902_A_L001_APMG-8-5	Chitinibacteraceae	Bacteria	12
200313_A00902_A_L001_APMG-8-6	Chitinibacteraceae	Bacteria	125
200313_A00902_A_L001_APMG-8-8	Chitinibacteraceae	Bacteria	35
200313_A00902_A_L001_APMG-8-9	Chitinibacteraceae	Bacteria	85
200313_A00902_A_L002_APMG-9-1	Chitinibacteraceae	Bacteria	56
200313_A00902_A_L002_APMG-9-10	Chitinibacteraceae	Bacteria	113
200313_A00902_A_L002_APMG-9-11	Chitinibacteraceae	Bacteria	45
200313_A00902_A_L002_APMG-9-2	Chitinibacteraceae	Bacteria	96
200313_A00902_A_L002_APMG-9-3	Chitinibacteraceae	Bacteria	190
200313_A00902_A_L002_APMG-9-5	Chitinibacteraceae	Bacteria	18
200313_A00902_A_L002_APMG-9-6	Chitinibacteraceae	Bacteria	54
200313_A00902_A_L002_APMG-9-7	Chitinibacteraceae	Bacteria	46
200313_A00902_A_L002_APMG-9-8	Chitinibacteraceae	Bacteria	28
200313_A00902_A_L002_APMG-9-9	Chitinibacteraceae	Bacteria	96
201118_A00902_B_L1-2_APMG_19_1	Chitinibacteraceae	Bacteria	79
201118_A00902_B_L1-2_APMG_19_10	Chitinibacteraceae	Bacteria	50
201118_A00902_B_L1-2_APMG_19_11	Chitinibacteraceae	Bacteria	355
201118_A00902_B_L1-2_APMG_19_12	Chitinibacteraceae	Bacteria	105
201118_A00902_B_L1-2_APMG_19_13	Chitinibacteraceae	Bacteria	38
201118_A00902_B_L1-2_APMG_19_14	Chitinibacteraceae	Bacteria	23
201118_A00902_B_L1-2_APMG_19_15	Chitinibacteraceae	Bacteria	696
201118_A00902_B_L1-2_APMG_19_16	Chitinibacteraceae	Bacteria	344
201118_A00902_B_L1-2_APMG_19_17	Chitinibacteraceae	Bacteria	1820
