sample	class	superkingdom	taxonReads
210810_A00902_B_L001_APMG-37-7	Desulfuromonadia	Bacteria	486
210810_A00902_B_L001_APMG-37-8	Desulfuromonadia	Bacteria	228
210810_A00902_B_L001_APMG-37-9	Desulfuromonadia	Bacteria	424
210810_A00902_B_L002_APMG-38-1	Desulfuromonadia	Bacteria	655
210810_A00902_B_L002_APMG-38-10	Desulfuromonadia	Bacteria	391
210810_A00902_B_L002_APMG-38-15	Desulfuromonadia	Bacteria	311
210810_A00902_B_L002_APMG-38-2	Desulfuromonadia	Bacteria	347
210810_A00902_B_L002_APMG-38-3	Desulfuromonadia	Bacteria	230
210810_A00902_B_L002_APMG-38-4	Desulfuromonadia	Bacteria	191
210810_A00902_B_L002_APMG-38-5	Desulfuromonadia	Bacteria	180
210810_A00902_B_L002_APMG-38-7	Desulfuromonadia	Bacteria	597
210810_A00902_B_L002_APMG-38-8	Desulfuromonadia	Bacteria	492
210810_A00902_B_L002_APMG-38-9	Desulfuromonadia	Bacteria	263
BH193L-1_S22	Desulfuromonadia	Bacteria	96
BH193L-2_S19	Desulfuromonadia	Bacteria	127
BH193L-2_S20	Desulfuromonadia	Bacteria	89
BH193L-3_S20	Desulfuromonadia	Bacteria	207
BH193L-4_S23	Desulfuromonadia	Bacteria	109
BH193L-5_S24	Desulfuromonadia	Bacteria	63
BH194L-1_S25	Desulfuromonadia	Bacteria	373
BH194L-2_S26	Desulfuromonadia	Bacteria	138
BH194L-3_S25	Desulfuromonadia	Bacteria	497
BH194L-4_S16	Desulfuromonadia	Bacteria	509
BH194L-4_S17	Desulfuromonadia	Bacteria	309
BH194L-6_S26	Desulfuromonadia	Bacteria	273
BH194L-7_S17	Desulfuromonadia	Bacteria	392
BH194L-7_S18	Desulfuromonadia	Bacteria	238
BH195L-1_S27	Desulfuromonadia	Bacteria	218
BH195L-2_S18	Desulfuromonadia	Bacteria	305
BH195L-2_S19	Desulfuromonadia	Bacteria	186
BH195L-3_S28	Desulfuromonadia	Bacteria	133
BH195L-4_S29	Desulfuromonadia	Bacteria	138
ELS162S7	Desulfuromonadia	Bacteria	419
ELS163S8	Desulfuromonadia	Bacteria	451
ELS165S9	Desulfuromonadia	Bacteria	379
ELS167S10	Desulfuromonadia	Bacteria	748
ELS170S11	Desulfuromonadia	Bacteria	1
IE111L-1_S1	Desulfuromonadia	Bacteria	313
IE111L-2_S2	Desulfuromonadia	Bacteria	318
IE111L-3_S3	Desulfuromonadia	Bacteria	1448
IE111L-4_S1	Desulfuromonadia	Bacteria	844
IE111L-5_S5	Desulfuromonadia	Bacteria	432
IE111L-6_S6	Desulfuromonadia	Bacteria	258
IE111L-7_S7	Desulfuromonadia	Bacteria	238
IE112L-1_S9	Desulfuromonadia	Bacteria	806
IE112L-2_S10	Desulfuromonadia	Bacteria	1209
IE112L-3_S11	Desulfuromonadia	Bacteria	278
IE112L-4_S17	Desulfuromonadia	Bacteria	226
IE112L-5_S18	Desulfuromonadia	Bacteria	206
IE112L-6_S19	Desulfuromonadia	Bacteria	254
IE112L-7_S12	Desulfuromonadia	Bacteria	254
IE113L-1_S13	Desulfuromonadia	Bacteria	437
IE113L-2_S14	Desulfuromonadia	Bacteria	1372
IE113L-3_S3	Desulfuromonadia	Bacteria	459
IE113L-4_S4	Desulfuromonadia	Bacteria	1136
IE113L-5_S5	Desulfuromonadia	Bacteria	1230
IE113L-6_S6	Desulfuromonadia	Bacteria	695
IE113L-7_S7	Desulfuromonadia	Bacteria	948
IE114L-1_S9	Desulfuromonadia	Bacteria	2056
IE114L-2_S10	Desulfuromonadia	Bacteria	1976
IE114L-3_S11	Desulfuromonadia	Bacteria	1807
JK079L-1_S1	Desulfuromonadia	Bacteria	183
JK079L-10-WDH_S10	Desulfuromonadia	Bacteria	275
JK079L-11-WDH_S11	Desulfuromonadia	Bacteria	227
JK079L-12-WDH_S12	Desulfuromonadia	Bacteria	209
JK079L-13-WDH_S13	Desulfuromonadia	Bacteria	226
JK079L-14-WDH_S14	Desulfuromonadia	Bacteria	215
JK079L-2_S2	Desulfuromonadia	Bacteria	177
JK079L-3_S3	Desulfuromonadia	Bacteria	182
JK079L-4_S4	Desulfuromonadia	Bacteria	161
JK079L-5_S5	Desulfuromonadia	Bacteria	114
JK079L-6-WDH_S6	Desulfuromonadia	Bacteria	143
JK079L-7-WDH_S7	Desulfuromonadia	Bacteria	187
JK079L-8_S8	Desulfuromonadia	Bacteria	158
JK079L-9_S9	Desulfuromonadia	Bacteria	145
JK080L-1_S17	Desulfuromonadia	Bacteria	86
JK080L-10_S26	Desulfuromonadia	Bacteria	100
JK080L-11_S27	Desulfuromonadia	Bacteria	2528
JK080L-12_S28	Desulfuromonadia	Bacteria	243
JK080L-13_S29	Desulfuromonadia	Bacteria	622
JK080L-14_S30	Desulfuromonadia	Bacteria	351
JK080L-2_S18	Desulfuromonadia	Bacteria	91
JK080L-3_S19	Desulfuromonadia	Bacteria	66
JK080L-4_S20	Desulfuromonadia	Bacteria	339
JK080L-6_S22	Desulfuromonadia	Bacteria	188
JK080L-7_S23	Desulfuromonadia	Bacteria	106
JK080L-8_S24	Desulfuromonadia	Bacteria	434
JK080L-9_S25	Desulfuromonadia	Bacteria	330
JK081L-1_S1	Desulfuromonadia	Bacteria	192
JK081L-11_S11	Desulfuromonadia	Bacteria	388
JK081L-12_S12	Desulfuromonadia	Bacteria	521
JK081L-13_S13	Desulfuromonadia	Bacteria	93
JK081L-2_S2	Desulfuromonadia	Bacteria	249
JK081L-3_S3	Desulfuromonadia	Bacteria	174
JK081L-4_S4	Desulfuromonadia	Bacteria	693
JK081L-6_S6	Desulfuromonadia	Bacteria	980
JK081L-7_S7	Desulfuromonadia	Bacteria	372
JK081L-8_S8	Desulfuromonadia	Bacteria	319
JK081L-9_S9	Desulfuromonadia	Bacteria	258
JK105L-6_S21	Desulfuromonadia	Bacteria	346
JK109L-4_S21	Desulfuromonadia	Bacteria	241
JK109L-4_S22	Desulfuromonadia	Bacteria	496
JK109L-5_S30	Desulfuromonadia	Bacteria	108
JK109L-6_S31	Desulfuromonadia	Bacteria	171
JK115L-2_S24	Desulfuromonadia	Bacteria	1000
JK115L-4_S23	Desulfuromonadia	Bacteria	1077
JK136L-2_S2	Desulfuromonadia	Bacteria	182
JK136L-3_S3	Desulfuromonadia	Bacteria	287
JK136L-4_S4	Desulfuromonadia	Bacteria	209
JK136L-5_S5	Desulfuromonadia	Bacteria	199
JK136L-6_S6	Desulfuromonadia	Bacteria	74
JK136L-7_S7	Desulfuromonadia	Bacteria	122
JK137L-1_S9	Desulfuromonadia	Bacteria	71
JK137L-2_S10	Desulfuromonadia	Bacteria	78
JK137L-3_S11	Desulfuromonadia	Bacteria	163
JK137L-4_S12	Desulfuromonadia	Bacteria	91
JK137L-5_S13	Desulfuromonadia	Bacteria	106
JK137L-6_S14	Desulfuromonadia	Bacteria	321
JK137L-7_S15	Desulfuromonadia	Bacteria	223
JK138L-1_S17	Desulfuromonadia	Bacteria	178
JK138L-2_S18	Desulfuromonadia	Bacteria	350
JK138L-3_S19	Desulfuromonadia	Bacteria	111
JK138L-4_S20	Desulfuromonadia	Bacteria	213
JK138L-6_S22	Desulfuromonadia	Bacteria	271
JK138L-7_S23	Desulfuromonadia	Bacteria	65
JoW001L-1_S1	Desulfuromonadia	Bacteria	103
JoW001L-2_S2	Desulfuromonadia	Bacteria	347
JoW001L-3_S3	Desulfuromonadia	Bacteria	130
JoW001L-4_S4	Desulfuromonadia	Bacteria	118
JoW001L-5_S5	Desulfuromonadia	Bacteria	130
JoW001L-6_S6	Desulfuromonadia	Bacteria	55
JoW002L-1_S9	Desulfuromonadia	Bacteria	81
JoW002L-2_S10	Desulfuromonadia	Bacteria	21
JoW002L-4_S12	Desulfuromonadia	Bacteria	57
JoW002L-5_S13	Desulfuromonadia	Bacteria	85
JoW002L-6_S14	Desulfuromonadia	Bacteria	112
JoW003L-1_S17	Desulfuromonadia	Bacteria	52
JoW003L-2_S18	Desulfuromonadia	Bacteria	29
JoW003L-3_S19	Desulfuromonadia	Bacteria	30
JoW003L-4_S20	Desulfuromonadia	Bacteria	49
JoW003L-5_S21	Desulfuromonadia	Bacteria	40
JoW003L-6_S22	Desulfuromonadia	Bacteria	24
JoW004L-1_S25	Desulfuromonadia	Bacteria	14
JoW004L-2_S26	Desulfuromonadia	Bacteria	16
JoW004L-3_S27	Desulfuromonadia	Bacteria	16
JoW004L-4_S28	Desulfuromonadia	Bacteria	16
JoW004L-5_S29	Desulfuromonadia	Bacteria	14
JoW004L-6_S30	Desulfuromonadia	Bacteria	50
JoW005L-1_S33	Desulfuromonadia	Bacteria	229
JoW005L-2_S34	Desulfuromonadia	Bacteria	221
JoW005L-3_S35	Desulfuromonadia	Bacteria	125
JoW005L-4_S36	Desulfuromonadia	Bacteria	282
JoW007L-1_S1	Desulfuromonadia	Bacteria	32
JoW007L-2_S2	Desulfuromonadia	Bacteria	57
JoW007L-3_S3	Desulfuromonadia	Bacteria	37
JoW007L-4_S4	Desulfuromonadia	Bacteria	35
JoW007L-5_S5	Desulfuromonadia	Bacteria	39
JoW007L-6_S6	Desulfuromonadia	Bacteria	33
StB097L-01_S1	Desulfuromonadia	Bacteria	119
StB097L-02_S2	Desulfuromonadia	Bacteria	153
StB097L-03_S3	Desulfuromonadia	Bacteria	159
StB097L-04_S4	Desulfuromonadia	Bacteria	120
StB097L-05_S5	Desulfuromonadia	Bacteria	159
StB097L-06_S6	Desulfuromonadia	Bacteria	177
StB106L-01_S9	Desulfuromonadia	Bacteria	184
StB106L-02_S10	Desulfuromonadia	Bacteria	178
StB106L-04_S12	Desulfuromonadia	Bacteria	197
StB106L-05_S13	Desulfuromonadia	Bacteria	212
StB106L-06_S14	Desulfuromonadia	Bacteria	1
StB108L-01_S17	Desulfuromonadia	Bacteria	114
StB108L-02_S18	Desulfuromonadia	Bacteria	118
StB108L-03_S19	Desulfuromonadia	Bacteria	95
StB108L-05_S21	Desulfuromonadia	Bacteria	101
StB108L-06_S22	Desulfuromonadia	Bacteria	2
StB108L-07_S23	Desulfuromonadia	Bacteria	52
StB109L-01_S25	Desulfuromonadia	Bacteria	104
StB109L-02_S26	Desulfuromonadia	Bacteria	156
StB109L-04_S28	Desulfuromonadia	Bacteria	144
StB109L-05_S29	Desulfuromonadia	Bacteria	162
StB109L-06_S30	Desulfuromonadia	Bacteria	320
WJ192L-1_S29	Desulfuromonadia	Bacteria	286
WJ192L-3_S30	Desulfuromonadia	Bacteria	348
WJ192L-4_S31	Desulfuromonadia	Bacteria	273
WJ192L-5_S32	Desulfuromonadia	Bacteria	329
WJ194L-2_S22	Desulfuromonadia	Bacteria	447
WJ194L-3_S23	Desulfuromonadia	Bacteria	105
WJ194L-4_S24	Desulfuromonadia	Bacteria	161
WJ194L-5_S25	Desulfuromonadia	Bacteria	131
WJ194L-6_S26	Desulfuromonadia	Bacteria	178
WJ194L-7_S27	Desulfuromonadia	Bacteria	1
WJ195L-1_S17	Desulfuromonadia	Bacteria	200
WJ195L-5_S18	Desulfuromonadia	Bacteria	66
WJ196L-10_S10	Desulfuromonadia	Bacteria	112
WJ196L-11_S11	Desulfuromonadia	Bacteria	408
WJ196L-12_S12	Desulfuromonadia	Bacteria	292
WJ196L-13_S13	Desulfuromonadia	Bacteria	213
WJ196L-14_S14	Desulfuromonadia	Bacteria	242
WJ196L-15_S15	Desulfuromonadia	Bacteria	214
WJ196L-4_S4	Desulfuromonadia	Bacteria	117
WJ196L-5_S5	Desulfuromonadia	Bacteria	124
WJ196L-6_S6	Desulfuromonadia	Bacteria	125
WJ196L-7_S7	Desulfuromonadia	Bacteria	134
WJ196L-8_S8	Desulfuromonadia	Bacteria	140
WJ196L-9_S9	Desulfuromonadia	Bacteria	255
191011_SND405_A_L007_APMG-6-2	Dethiobacteria	Bacteria	6
191011_SND405_A_L007_APMG-6-3	Dethiobacteria	Bacteria	3
200313_A00902_A_L001_APMG-8-1	Dethiobacteria	Bacteria	2
200313_A00902_A_L001_APMG-8-10	Dethiobacteria	Bacteria	1
200313_A00902_A_L001_APMG-8-11	Dethiobacteria	Bacteria	1
200313_A00902_A_L001_APMG-8-12	Dethiobacteria	Bacteria	2
200313_A00902_A_L001_APMG-8-2	Dethiobacteria	Bacteria	1
200313_A00902_A_L001_APMG-8-3	Dethiobacteria	Bacteria	2
200313_A00902_A_L001_APMG-8-4	Dethiobacteria	Bacteria	4
200313_A00902_A_L001_APMG-8-5	Dethiobacteria	Bacteria	1
200313_A00902_A_L001_APMG-8-8	Dethiobacteria	Bacteria	1
200313_A00902_A_L001_APMG-8-9	Dethiobacteria	Bacteria	1
200313_A00902_A_L002_APMG-9-1	Dethiobacteria	Bacteria	11
200313_A00902_A_L002_APMG-9-2	Dethiobacteria	Bacteria	3
200313_A00902_A_L002_APMG-9-3	Dethiobacteria	Bacteria	2
200313_A00902_A_L002_APMG-9-5	Dethiobacteria	Bacteria	1
200313_A00902_A_L002_APMG-9-6	Dethiobacteria	Bacteria	1
200313_A00902_A_L002_APMG-9-7	Dethiobacteria	Bacteria	2
201118_A00902_B_L1-2_APMG_19_1	Dethiobacteria	Bacteria	1
201118_A00902_B_L1-2_APMG_19_10	Dethiobacteria	Bacteria	5
201118_A00902_B_L1-2_APMG_19_11	Dethiobacteria	Bacteria	6
201118_A00902_B_L1-2_APMG_19_12	Dethiobacteria	Bacteria	6
201118_A00902_B_L1-2_APMG_19_13	Dethiobacteria	Bacteria	16
201118_A00902_B_L1-2_APMG_19_14	Dethiobacteria	Bacteria	4
201118_A00902_B_L1-2_APMG_19_15	Dethiobacteria	Bacteria	6
201118_A00902_B_L1-2_APMG_19_16	Dethiobacteria	Bacteria	9
201118_A00902_B_L1-2_APMG_19_17	Dethiobacteria	Bacteria	6
201118_A00902_B_L1-2_APMG_19_2	Dethiobacteria	Bacteria	4
201118_A00902_B_L1-2_APMG_19_3	Dethiobacteria	Bacteria	7
201118_A00902_B_L1-2_APMG_19_5	Dethiobacteria	Bacteria	3
201118_A00902_B_L1-2_APMG_19_6	Dethiobacteria	Bacteria	2
201118_A00902_B_L1-2_APMG_19_7	Dethiobacteria	Bacteria	2
201118_A00902_B_L1-2_APMG_19_8	Dethiobacteria	Bacteria	4
201118_A00902_B_L1-2_APMG_19_9	Dethiobacteria	Bacteria	2
210810_A00902_B_L001_APMG-37-10	Dethiobacteria	Bacteria	3
210810_A00902_B_L001_APMG-37-11	Dethiobacteria	Bacteria	2
210810_A00902_B_L001_APMG-37-3	Dethiobacteria	Bacteria	1
210810_A00902_B_L001_APMG-37-4	Dethiobacteria	Bacteria	4
210810_A00902_B_L001_APMG-37-7	Dethiobacteria	Bacteria	1
210810_A00902_B_L001_APMG-37-8	Dethiobacteria	Bacteria	1
210810_A00902_B_L001_APMG-37-9	Dethiobacteria	Bacteria	4
210810_A00902_B_L002_APMG-38-1	Dethiobacteria	Bacteria	1
210810_A00902_B_L002_APMG-38-10	Dethiobacteria	Bacteria	6
210810_A00902_B_L002_APMG-38-15	Dethiobacteria	Bacteria	3
210810_A00902_B_L002_APMG-38-4	Dethiobacteria	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Dethiobacteria	Bacteria	2
210810_A00902_B_L002_APMG-38-8	Dethiobacteria	Bacteria	1
210810_A00902_B_L002_APMG-38-9	Dethiobacteria	Bacteria	1
BH193L-3_S20	Dethiobacteria	Bacteria	2
BH194L-1_S25	Dethiobacteria	Bacteria	2
BH194L-2_S26	Dethiobacteria	Bacteria	2
BH194L-4_S16	Dethiobacteria	Bacteria	2
BH194L-4_S17	Dethiobacteria	Bacteria	1
BH194L-6_S26	Dethiobacteria	Bacteria	2
BH194L-7_S18	Dethiobacteria	Bacteria	2
BH195L-1_S27	Dethiobacteria	Bacteria	2
BH195L-2_S18	Dethiobacteria	Bacteria	1
BH195L-2_S19	Dethiobacteria	Bacteria	1
ELS162S7	Dethiobacteria	Bacteria	2
ELS163S8	Dethiobacteria	Bacteria	12
ELS165S9	Dethiobacteria	Bacteria	5
ELS167S10	Dethiobacteria	Bacteria	2
IE111L-2_S2	Dethiobacteria	Bacteria	7
IE111L-3_S3	Dethiobacteria	Bacteria	4
IE111L-4_S1	Dethiobacteria	Bacteria	7
IE111L-5_S5	Dethiobacteria	Bacteria	2
IE111L-6_S6	Dethiobacteria	Bacteria	1
IE111L-7_S7	Dethiobacteria	Bacteria	3
IE112L-1_S9	Dethiobacteria	Bacteria	3
IE112L-2_S10	Dethiobacteria	Bacteria	4
IE112L-3_S11	Dethiobacteria	Bacteria	4
IE112L-4_S17	Dethiobacteria	Bacteria	2
IE112L-5_S18	Dethiobacteria	Bacteria	10
IE112L-6_S19	Dethiobacteria	Bacteria	9
IE113L-1_S13	Dethiobacteria	Bacteria	3
IE113L-2_S14	Dethiobacteria	Bacteria	8
IE113L-3_S3	Dethiobacteria	Bacteria	4
IE113L-4_S4	Dethiobacteria	Bacteria	5
IE113L-5_S5	Dethiobacteria	Bacteria	15
IE113L-6_S6	Dethiobacteria	Bacteria	6
IE113L-7_S7	Dethiobacteria	Bacteria	4
IE114L-1_S9	Dethiobacteria	Bacteria	15
IE114L-2_S10	Dethiobacteria	Bacteria	3
IE114L-3_S11	Dethiobacteria	Bacteria	9
JK079L-1_S1	Dethiobacteria	Bacteria	2
JK079L-10-WDH_S10	Dethiobacteria	Bacteria	7
JK079L-11-WDH_S11	Dethiobacteria	Bacteria	1
JK079L-12-WDH_S12	Dethiobacteria	Bacteria	2
JK079L-13-WDH_S13	Dethiobacteria	Bacteria	1
JK079L-14-WDH_S14	Dethiobacteria	Bacteria	3
JK079L-2_S2	Dethiobacteria	Bacteria	2
JK079L-3_S3	Dethiobacteria	Bacteria	3
JK079L-4_S4	Dethiobacteria	Bacteria	1
JK079L-5_S5	Dethiobacteria	Bacteria	5
JK079L-6-WDH_S6	Dethiobacteria	Bacteria	4
JK079L-7-WDH_S7	Dethiobacteria	Bacteria	2
JK079L-8_S8	Dethiobacteria	Bacteria	1
JK079L-9_S9	Dethiobacteria	Bacteria	9
JK080L-10_S26	Dethiobacteria	Bacteria	2
JK080L-11_S27	Dethiobacteria	Bacteria	2
JK080L-13_S29	Dethiobacteria	Bacteria	2
JK080L-14_S30	Dethiobacteria	Bacteria	1
JK080L-2_S18	Dethiobacteria	Bacteria	2
JK080L-3_S19	Dethiobacteria	Bacteria	1
JK080L-4_S20	Dethiobacteria	Bacteria	4
JK080L-9_S25	Dethiobacteria	Bacteria	2
JK081L-1_S1	Dethiobacteria	Bacteria	1
JK081L-11_S11	Dethiobacteria	Bacteria	4
JK081L-12_S12	Dethiobacteria	Bacteria	2
JK081L-2_S2	Dethiobacteria	Bacteria	4
JK081L-3_S3	Dethiobacteria	Bacteria	2
JK081L-4_S4	Dethiobacteria	Bacteria	2
JK081L-6_S6	Dethiobacteria	Bacteria	3
JK081L-7_S7	Dethiobacteria	Bacteria	1
JK081L-8_S8	Dethiobacteria	Bacteria	4
JK081L-9_S9	Dethiobacteria	Bacteria	7
JK105L-6_S21	Dethiobacteria	Bacteria	5
JK109L-4_S22	Dethiobacteria	Bacteria	3
JK109L-5_S30	Dethiobacteria	Bacteria	1
JK109L-6_S31	Dethiobacteria	Bacteria	4
JK115L-2_S24	Dethiobacteria	Bacteria	6
JK136L-2_S2	Dethiobacteria	Bacteria	2
JK136L-3_S3	Dethiobacteria	Bacteria	1
JK136L-6_S6	Dethiobacteria	Bacteria	4
JK137L-2_S10	Dethiobacteria	Bacteria	1
JK137L-3_S11	Dethiobacteria	Bacteria	2
JK137L-4_S12	Dethiobacteria	Bacteria	3
JK137L-5_S13	Dethiobacteria	Bacteria	1
JK137L-6_S14	Dethiobacteria	Bacteria	2
JK138L-1_S17	Dethiobacteria	Bacteria	1
JK138L-2_S18	Dethiobacteria	Bacteria	1
JK138L-3_S19	Dethiobacteria	Bacteria	2
JK138L-4_S20	Dethiobacteria	Bacteria	4
JK138L-7_S23	Dethiobacteria	Bacteria	3
JoW001L-1_S1	Dethiobacteria	Bacteria	1
JoW001L-2_S2	Dethiobacteria	Bacteria	1
JoW001L-3_S3	Dethiobacteria	Bacteria	4
JoW001L-6_S6	Dethiobacteria	Bacteria	1
JoW002L-4_S12	Dethiobacteria	Bacteria	2
JoW002L-5_S13	Dethiobacteria	Bacteria	9
JoW002L-6_S14	Dethiobacteria	Bacteria	2
JoW003L-1_S17	Dethiobacteria	Bacteria	6
JoW003L-2_S18	Dethiobacteria	Bacteria	2
JoW003L-3_S19	Dethiobacteria	Bacteria	2
JoW003L-4_S20	Dethiobacteria	Bacteria	1
JoW003L-6_S22	Dethiobacteria	Bacteria	1
JoW005L-1_S33	Dethiobacteria	Bacteria	5
JoW005L-3_S35	Dethiobacteria	Bacteria	13
JoW005L-4_S36	Dethiobacteria	Bacteria	5
JoW007L-1_S1	Dethiobacteria	Bacteria	1
JoW007L-2_S2	Dethiobacteria	Bacteria	1
JoW007L-3_S3	Dethiobacteria	Bacteria	2
JoW007L-5_S5	Dethiobacteria	Bacteria	1
JoW007L-6_S6	Dethiobacteria	Bacteria	6
StB097L-01_S1	Dethiobacteria	Bacteria	1
StB097L-02_S2	Dethiobacteria	Bacteria	1
StB097L-04_S4	Dethiobacteria	Bacteria	1
StB097L-05_S5	Dethiobacteria	Bacteria	2
StB106L-01_S9	Dethiobacteria	Bacteria	1
StB106L-02_S10	Dethiobacteria	Bacteria	1
StB106L-04_S12	Dethiobacteria	Bacteria	2
StB108L-02_S18	Dethiobacteria	Bacteria	1
StB108L-03_S19	Dethiobacteria	Bacteria	3
StB108L-05_S21	Dethiobacteria	Bacteria	1
StB108L-07_S23	Dethiobacteria	Bacteria	1
StB109L-01_S25	Dethiobacteria	Bacteria	2
StB109L-02_S26	Dethiobacteria	Bacteria	3
StB109L-04_S28	Dethiobacteria	Bacteria	5
StB109L-05_S29	Dethiobacteria	Bacteria	1
StB109L-06_S30	Dethiobacteria	Bacteria	3
WJ192L-1_S29	Dethiobacteria	Bacteria	1
WJ192L-3_S30	Dethiobacteria	Bacteria	3
WJ192L-4_S31	Dethiobacteria	Bacteria	3
WJ192L-5_S32	Dethiobacteria	Bacteria	3
WJ194L-3_S23	Dethiobacteria	Bacteria	2
WJ194L-4_S24	Dethiobacteria	Bacteria	1
WJ194L-5_S25	Dethiobacteria	Bacteria	1
WJ195L-1_S17	Dethiobacteria	Bacteria	3
WJ195L-5_S18	Dethiobacteria	Bacteria	1
WJ196L-10_S10	Dethiobacteria	Bacteria	1
WJ196L-11_S11	Dethiobacteria	Bacteria	4
WJ196L-12_S12	Dethiobacteria	Bacteria	4
WJ196L-13_S13	Dethiobacteria	Bacteria	1
WJ196L-14_S14	Dethiobacteria	Bacteria	2
WJ196L-4_S4	Dethiobacteria	Bacteria	1
WJ196L-5_S5	Dethiobacteria	Bacteria	3
WJ196L-9_S9	Dethiobacteria	Bacteria	1
191011_SND405_A_L007_APMG-6-2	Dictyoglomia	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Dictyoglomia	Bacteria	1
200313_A00902_A_L001_APMG-8-10	Dictyoglomia	Bacteria	2
200313_A00902_A_L001_APMG-8-12	Dictyoglomia	Bacteria	1
200313_A00902_A_L001_APMG-8-3	Dictyoglomia	Bacteria	2
200313_A00902_A_L001_APMG-8-4	Dictyoglomia	Bacteria	2
200313_A00902_A_L001_APMG-8-6	Dictyoglomia	Bacteria	1
200313_A00902_A_L001_APMG-8-9	Dictyoglomia	Bacteria	1
200313_A00902_A_L002_APMG-9-2	Dictyoglomia	Bacteria	3
200313_A00902_A_L002_APMG-9-3	Dictyoglomia	Bacteria	1
200313_A00902_A_L002_APMG-9-5	Dictyoglomia	Bacteria	2
200313_A00902_A_L002_APMG-9-7	Dictyoglomia	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Dictyoglomia	Bacteria	4
201118_A00902_B_L1-2_APMG_19_10	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_11	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_13	Dictyoglomia	Bacteria	7
201118_A00902_B_L1-2_APMG_19_15	Dictyoglomia	Bacteria	3
201118_A00902_B_L1-2_APMG_19_16	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_5	Dictyoglomia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_8	Dictyoglomia	Bacteria	3
201118_A00902_B_L1-2_APMG_19_9	Dictyoglomia	Bacteria	5
210810_A00902_B_L001_APMG-37-10	Dictyoglomia	Bacteria	5
210810_A00902_B_L001_APMG-37-11	Dictyoglomia	Bacteria	9
210810_A00902_B_L001_APMG-37-6	Dictyoglomia	Bacteria	4
210810_A00902_B_L001_APMG-37-7	Dictyoglomia	Bacteria	10
210810_A00902_B_L001_APMG-37-8	Dictyoglomia	Bacteria	4
210810_A00902_B_L001_APMG-37-9	Dictyoglomia	Bacteria	3
210810_A00902_B_L002_APMG-38-15	Dictyoglomia	Bacteria	8
210810_A00902_B_L002_APMG-38-7	Dictyoglomia	Bacteria	3
BH193L-1_S22	Dictyoglomia	Bacteria	1
BH193L-3_S20	Dictyoglomia	Bacteria	1
BH194L-1_S25	Dictyoglomia	Bacteria	4
BH194L-2_S26	Dictyoglomia	Bacteria	3
BH194L-7_S17	Dictyoglomia	Bacteria	1
BH194L-7_S18	Dictyoglomia	Bacteria	1
ELS162S7	Dictyoglomia	Bacteria	1
ELS165S9	Dictyoglomia	Bacteria	1
IE111L-1_S1	Dictyoglomia	Bacteria	3
IE111L-2_S2	Dictyoglomia	Bacteria	1
IE111L-4_S1	Dictyoglomia	Bacteria	2
IE111L-5_S5	Dictyoglomia	Bacteria	1
IE112L-3_S11	Dictyoglomia	Bacteria	1
IE112L-5_S18	Dictyoglomia	Bacteria	1
IE113L-3_S3	Dictyoglomia	Bacteria	1
IE113L-4_S4	Dictyoglomia	Bacteria	1
IE113L-5_S5	Dictyoglomia	Bacteria	2
IE113L-6_S6	Dictyoglomia	Bacteria	2
IE113L-7_S7	Dictyoglomia	Bacteria	1
IE114L-2_S10	Dictyoglomia	Bacteria	2
IE114L-3_S11	Dictyoglomia	Bacteria	2
JK079L-10-WDH_S10	Dictyoglomia	Bacteria	2
JK079L-11-WDH_S11	Dictyoglomia	Bacteria	1
JK079L-13-WDH_S13	Dictyoglomia	Bacteria	1
JK079L-2_S2	Dictyoglomia	Bacteria	1
JK079L-4_S4	Dictyoglomia	Bacteria	2
JK079L-6-WDH_S6	Dictyoglomia	Bacteria	2
JK079L-7-WDH_S7	Dictyoglomia	Bacteria	2
JK079L-9_S9	Dictyoglomia	Bacteria	1
JK080L-10_S26	Dictyoglomia	Bacteria	1
JK080L-11_S27	Dictyoglomia	Bacteria	3
JK080L-12_S28	Dictyoglomia	Bacteria	1
JK080L-2_S18	Dictyoglomia	Bacteria	1
JK081L-11_S11	Dictyoglomia	Bacteria	6
JK081L-12_S12	Dictyoglomia	Bacteria	1
JK081L-13_S13	Dictyoglomia	Bacteria	2
JK081L-7_S7	Dictyoglomia	Bacteria	2
JK081L-8_S8	Dictyoglomia	Bacteria	8
JK081L-9_S9	Dictyoglomia	Bacteria	9
JK109L-4_S22	Dictyoglomia	Bacteria	1
JK115L-2_S24	Dictyoglomia	Bacteria	11
JK136L-2_S2	Dictyoglomia	Bacteria	1
JK136L-3_S3	Dictyoglomia	Bacteria	1
